title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Strep and sta  1","en",true,"Strep and sta  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREP AND STA  1 81m
# Strep_and_Staph_v
# 
freq 9647000 180
freq 40887000 180
freq 7160000 180
freq 2431000 180
freq 1902000 180
freq 1109000 180
freq 1060000 180
freq 1050000 180
freq 1010000 180
freq 985000 180
freq 958000 180
freq 935000 180
freq 786000 180
freq 727000 180
freq 718000 180
freq 686000 180
freq 643000 180
freq 576000 180
freq 563000 180
freq 542000 180
freq 453000 180
freq 436000 180
freq 423000 180
freq 411000 180
freq 333000 180
freq 134000 180
freq 128000 180
off
@","multiZAP"
"Strep mutans","en",true,"Strep mutans",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREP MUTANS 0m
# Strep_mutans
# use Strep viridans
off
@","multiZAP"
"Strep sweep tr","en",true,"Strep sweep tr",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREP SWEEP TR 0m
# Strep_sweep_TR
# sweep for strep pneumonia. group G. and pyogenes strains. Sweep from 5632.8152 to 5763 by 0.015625 and 5763 to 6053.125 by 0.03125 for dwell 0.25 and pulse 64 75
off
@","multiZAP"
"Strep virus","en",true,"Strep virus",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREP VIRUS 9m
# Strep_virus
# 
freq 563000 180
freq 611000 180
freq 727000 180
off
@","multiZAP"
"Streptococcus  1","en",true,"Streptococcus  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  1 6m
# Streptococcus_enterococcinum
# can cause infection in the digestive and urinary tracts
freq 686000 180
freq 409000 180
off
@","multiZAP"
"Streptococcus  2","en",true,"Streptococcus  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  2 57m
# Streptococcus_hemolytic
# blood infection by strep. 1522*. 535*. 368*. 318*
freq 728000 180
freq 880000 180
freq 786000 180
freq 712000 180
freq 128000 180
freq 134000 180
freq 334000 180
freq 443000 180
freq 535000 180
freq 542000 180
freq 675000 180
freq 1415000 180
freq 1522000 180
freq 1902000 180
freq 691000 180
freq 710000 180
freq 1203000 180
freq 368000 180
freq 318000 180
off
@","multiZAP"
"Streptococcus  3","en",true,"Streptococcus  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  3 57m
# Streptococcus_infection_general
# streptococcus family. Also see General antiseptic and other Strep sets. 880*
freq 2000000 180
freq 1266000 180
freq 885000 180
freq 884000 180
freq 883000 180
freq 882000 180
freq 881000 180
freq 880000 180
freq 879000 180
freq 878000 180
freq 877000 180
freq 876000 180
freq 875000 180
freq 848000 180
freq 802000 180
freq 800000 180
freq 787000 180
freq 784000 180
freq 727000 180
off
@","multiZAP"
"Streptococcus  4","en",true,"Streptococcus  4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  4 6m
# Streptococcus_lactis_HC
# occurs in milk
freq 19168000 1
scan 19169000 179
freq 954320 180
off
@","multiZAP"
"Streptococcus  5","en",true,"Streptococcus  5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  5 6m
# Streptococcus_mitis_HC
# lung infection. tooth infection. abscesses. stiff knees
freq 15832000 1
scan 15833000 179
freq 788240 180
off
@","multiZAP"
"Streptococcus  6","en",true,"Streptococcus  6",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  6 15m
# Streptococcus_mutant_strain
# 
freq 114000 180
freq 437000 180
freq 625000 180
freq 883000 180
freq 994000 180
off
@","multiZAP"
"Streptococcus  7","en",true,"Streptococcus  7",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  7 39m
# Streptococcus_mutant_strain_secondary
# 
freq 108000 180
freq 433000 180
freq 488000 180
freq 687000 180
freq 833000 180
freq 8686000 180
freq 8777000 180
freq 9676000 180
freq 660000 180
freq 732000 180
freq 745000 180
freq 754000 180
freq 764000 180
off
@","multiZAP"
"Streptococcus  8","en",true,"Streptococcus  8",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  8 6m
# Streptococcus_pepto
# can infect digestive tract
freq 201000 180
freq 629000 180
off
@","multiZAP"
"Streptococcus  9","en",true,"Streptococcus  9",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS  9 30m
# Streptococcus_pneumoniae
# can cause pneumonia. empyema. middle ear infections. endocarditis. peritonitis. arthritis. bacteremia. and meningitis. 683*. 688*
freq 231000 180
freq 232000 180
freq 683000 180
freq 688000 180
freq 776000 180
freq 766000 180
freq 728000 180
freq 846000 180
freq 1552000 180
freq 8865000 180
off
@","multiZAP"
"Streptococcus 10","en",true,"Streptococcus 10",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 10 6m
# Streptococcus_pneumoniae_HC
# pneumonia. inner ear disease
freq 18321000 1
scan 18322000 179
freq 912180 180
off
@","multiZAP"
"Streptococcus 11","en",true,"Streptococcus 11",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 11 51m
# Streptococcus_pneumoniae_hi_alt
# 
freq 1136000 1
scan 1137000 179
freq 2273000 1
scan 2274000 179
freq 46275000 180
freq 46065000 1
scan 46066000 179
freq 46000000 180
freq 45856000 180
freq 23138000 180
freq 23032000 1
scan 23033000 179
freq 23000000 180
freq 22938000 180
freq 4546000 1
scan 4547000 179
freq 18187000 1
scan 18188000 179
freq 36374000 1
scan 36375000 179
freq 72749000 1
scan 72750000 179
freq 625500 180
freq 20015000 1
scan 20016000 179
freq 40030000 1
scan 40031000 179
off
@","multiZAP"
"Streptococcus 12","en",true,"Streptococcus 12",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 12 12m
# Streptococcus_pneumoniae_mixed_flora
# 
freq 158000 180
freq 174000 180
freq 645000 180
freq 801000 180
off
@","multiZAP"
"Streptococcus 13","en",true,"Streptococcus 13",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 13 54m
# Streptococcus_pyogenes
# pus forming infections. Can cause sore throat. skin inflammation. scarlet fever. pharyngitis. scarlet fever. impetigo. erysipelas. cellulitis. septicemia. toxic shock syndrome. and acute glomerulonephritis See also General antiseptic
freq 10000000 180
freq 5004000 180
freq 8450000 180
freq 2502000 180
freq 2111000 180
freq 1214000 180
freq 880000 180
freq 845000 180
freq 787000 180
freq 776000 180
freq 735000 180
freq 727000 180
freq 720000 180
freq 660000 180
freq 625500 180
freq 616000 180
freq 465000 180
freq 20000 180
off
@","multiZAP"
"Streptococcus 14","en",true,"Streptococcus 14",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 14 6m
# Streptococcus_pyogenes_HC
# infects teeth
freq 18570000 1
scan 18571000 179
freq 924570 180
off
@","multiZAP"
"Streptococcus 15","en",true,"Streptococcus 15",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 15 6m
# Streptococcus_sp_group_G_HC
# 
freq 18321000 1
scan 18322000 179
freq 912180 180
off
@","multiZAP"
"Streptococcus 16","en",true,"Streptococcus 16",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOCOCCUS 16 39m
# Streptococcus_viridans
# 425*. 433*
freq 425000 180
freq 433000 180
freq 445000 180
freq 935000 180
freq 1010000 180
freq 1060000 180
freq 8478000 180
freq 457000 180
freq 465000 180
freq 777000 180
freq 778000 180
freq 1214000 180
freq 1216000 180
off
@","multiZAP"
"Streptomyces   1","en",true,"Streptomyces   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOMYCES   1 6m
# Streptomyces_griseus
# soil bacteria which yields streptomycin
freq 333000 180
freq 887000 180
off
@","multiZAP"
"Streptothrix","en",true,"Streptothrix",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STREPTOTHRIX 66m
# Streptothrix
# includes Actinomycosis. Nocardia. and Actinomyces israeli
freq 10000000 180
freq 7880000 180
freq 7870000 180
freq 2890000 180
freq 2154000 180
freq 887000 180
freq 787000 180
freq 784000 180
freq 747000 180
freq 727000 180
freq 678000 180
freq 567000 180
freq 488000 180
freq 465000 180
freq 262000 180
freq 237000 180
freq 231000 180
freq 228000 180
freq 222000 180
freq 192000 180
freq 157000 180
freq 20000 180
off
@","multiZAP"
"Stroke follow up","en",true,"Stroke follow up",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STROKE FOLLOW UP 57m
# Stroke_follow_up
# ensure adequate water. minerals especially magnesium. and omega 3 intake and consider using enzymes like bromelain to inhibit clotting
freq 2112000 180
freq 3000 180
freq 203000 180
freq 1800000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 1865000 180
freq 522000 180
freq 428000 180
freq 10000000 180
freq 20000 180
freq 2720000 180
off
@","multiZAP"
"Strongyloides","en",true,"Strongyloides",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STRONGYLOIDES 0m
# Strongyloides
# use Parasites. strongyloides
off
@","multiZAP"
"Struma cystica","en",true,"Struma cystica",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STRUMA CYSTICA 12m
# Struma_cystica
# 
freq 5311000 180
freq 531000 180
freq 756000 180
freq 361000 180
off
@","multiZAP"
"Struma nodosa","en",true,"Struma nodosa",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STRUMA NODOSA 21m
# Struma_nodosa
# 
freq 105000 180
freq 122000 180
freq 321000 180
freq 517000 180
freq 532000 180
freq 651000 180
freq 714000 180
off
@","multiZAP"
"Struma parenc  1","en",true,"Struma parenc  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STRUMA PARENC  1 6m
# Struma_parenchyme
# 
freq 121000 180
freq 576000 180
off
@","multiZAP"
"Struma","en",true,"Struma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STRUMA 0m
# Struma
# family of organisms that can infect the thyroid causing goiter. Use kelp internally. Use Struma cystica. nodosa. and parenchyme freqs.
off
@","multiZAP"
"Stye","en",true,"Stye",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STYE 21m
# Stye
# staph infection of sebaceous gland of eyelash. Also use Staphylococci infection set
freq 10000000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 20000 180
freq 453000 180
freq 2600000 180
off
@","multiZAP"
"Subluxation i  1","en",true,"Subluxation i  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SUBLUXATION I  1 3m
# Subluxation_induced_disorders
# 
freq 9600 180
off
@","multiZAP"
"Sudor pedis","en",true,"Sudor pedis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SUDOR PEDIS 3m
# Sudor_pedis
# excessive foot sweat
freq 148000 180
off
@","multiZAP"
"Sun allergy","en",true,"Sun allergy",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SUN ALLERGY 9m
# Sun_allergy
# Examine prescription drugs. such as Psoralen. for photo sensitization properties.
freq 3000 180
freq 330000 180
freq 10000000 180
off
@","multiZAP"
"Sunstroke","en",true,"Sunstroke",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SUNSTROKE 30m
# Sunstroke
# 
freq 444000 180
freq 440000 180
freq 190000 180
freq 3000000 180
freq 95000 180
freq 522000 180
freq 146000 180
freq 880000 180
freq 20000 180
freq 10000000 180
off
@","multiZAP"
"Surgery anaes  1","en",true,"Surgery anaes  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SURGERY ANAES  1 6m
# Surgery_anaesthesia_detox
# see also Liver support
freq 522000 180
freq 146000 180
off
@","multiZAP"
"Surgery preop  1","en",true,"Surgery preop  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SURGERY PREOP  1 48m
# Surgery_preop_postop_prevent_infections
# see also General antiseptic. Staph. and Strep sets
freq 2170000 180
freq 1800000 180
freq 1600000 180
freq 1550000 180
freq 802000 180
freq 1500000 180
freq 880000 180
freq 832000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 465000 180
freq 444000 180
freq 522000 180
freq 146000 180
freq 428000 180
off
@","multiZAP"
"Surgical pain  1","en",true,"Surgical pain  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SURGICAL PAIN  1 9m
# Surgical_pain_post_op
# 
freq 3000000 180
freq 2720000 180
freq 95000 180
off
@","multiZAP"
"Sv40","en",true,"Sv40",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SV40 0m
# SV40
# use Simian_virus_40
off
@","multiZAP"
"Swelling","en",true,"Swelling",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SWELLING 39m
# Swelling
# edema. See also Kidney insufficiency and Lymph stasis freqs
freq 522000 180
freq 146000 180
freq 6300 180
freq 148000 180
freq 444000 180
freq 440000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 20000 180
freq 10000000 180
freq 5000000 180
freq 3000000 180
off
@","multiZAP"
"Swimmers ear","en",true,"Swimmers ear",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SWIMMERS EAR 21m
# Swimmers_ear
# also see Pseudomonas aeruginosa and Otitis externa. To help prevent. always disinfect and dry ears after using public pools with 40% alcohol solution such as vodka or white rum
freq 728000 180
freq 784000 180
freq 880000 180
freq 464000 180
freq 174000 180
freq 482000 180
freq 5311000 180
off
@","multiZAP"
